model,display_model,sample_id,record_id,candidate_id,passed,contains_sorry,repaired,status,failure_reason
google/gemini-3.1-pro-preview,Gemini 3.1 Pro Preview,final160_pass3_s1,fem_projection.weighted_p0_average_smul_general_n,google_gemini_3_1_pro_preview:fem_projection_weighted_p0_average_smul_general_n:proof_completion:final160_pass3_s1,0,0,0,lean_failure,lean_failure
google/gemini-3.1-pro-preview,Gemini 3.1 Pro Preview,final160_pass3_s2,fem_projection.weighted_p0_average_smul_general_n,google_gemini_3_1_pro_preview:fem_projection_weighted_p0_average_smul_general_n:proof_completion:final160_pass3_s2,1,0,0,pass,
google/gemini-3.1-pro-preview,Gemini 3.1 Pro Preview,final160_pass3_s0,fem_projection.weighted_p0_residual_mass_zero_general_n,google_gemini_3_1_pro_preview:fem_projection_weighted_p0_residual_mass_zero_general_n:proof_completion:final160_pass3_s0,1,0,0,pass,
google/gemini-3.1-pro-preview,Gemini 3.1 Pro Preview,final160_pass3_s1,fem_projection.weighted_p0_residual_mass_zero_general_n,google_gemini_3_1_pro_preview:fem_projection_weighted_p0_residual_mass_zero_general_n:proof_completion:final160_pass3_s1,1,0,0,pass,
google/gemini-3.1-pro-preview,Gemini 3.1 Pro Preview,final160_pass3_s2,fem_projection.weighted_p0_residual_mass_zero_general_n,google_gemini_3_1_pro_preview:fem_projection_weighted_p0_residual_mass_zero_general_n:proof_completion:final160_pass3_s2,1,0,1,pass,
google/gemini-3.1-pro-preview,Gemini 3.1 Pro Preview,final160_pass3_s0,finite_difference.heat_weights_nonneg_cfl_1d,google_gemini_3_1_pro_preview:finite_difference_heat_weights_nonneg_cfl_1d:proof_completion:final160_pass3_s0,0,0,0,lean_failure,lean_failure
google/gemini-3.1-pro-preview,Gemini 3.1 Pro Preview,final160_pass3_s1,finite_difference.heat_weights_nonneg_cfl_1d,google_gemini_3_1_pro_preview:finite_difference_heat_weights_nonneg_cfl_1d:proof_completion:final160_pass3_s1,1,0,0,pass,
google/gemini-3.1-pro-preview,Gemini 3.1 Pro Preview,final160_pass3_s2,finite_difference.heat_weights_nonneg_cfl_1d,google_gemini_3_1_pro_preview:finite_difference_heat_weights_nonneg_cfl_1d:proof_completion:final160_pass3_s2,0,0,0,lean_failure,lean_failure
google/gemini-3.1-pro-preview,Gemini 3.1 Pro Preview,final160_pass3_s0,finite_difference.kdv_canonical_flux_const_difference_zero_1d,google_gemini_3_1_pro_preview:finite_difference_kdv_canonical_flux_const_difference_zero_1d:proof_completion:final160_pass3_s0,0,0,0,lean_failure,lean_failure
google/gemini-3.1-pro-preview,Gemini 3.1 Pro Preview,final160_pass3_s1,finite_difference.kdv_canonical_flux_const_difference_zero_1d,google_gemini_3_1_pro_preview:finite_difference_kdv_canonical_flux_const_difference_zero_1d:proof_completion:final160_pass3_s1,1,0,0,pass,
google/gemini-3.1-pro-preview,Gemini 3.1 Pro Preview,final160_pass3_s2,finite_difference.kdv_canonical_flux_const_difference_zero_1d,google_gemini_3_1_pro_preview:finite_difference_kdv_canonical_flux_const_difference_zero_1d:proof_completion:final160_pass3_s2,0,0,0,lean_failure,lean_failure
google/gemini-3.1-pro-preview,Gemini 3.1 Pro Preview,final160_pass3_s0,finite_difference.lax_friedrichs_cfl_linf_stability_1d,google_gemini_3_1_pro_preview:finite_difference_lax_friedrichs_cfl_linf_stability_1d:proof_completion:final160_pass3_s0,1,0,0,pass,
google/gemini-3.1-pro-preview,Gemini 3.1 Pro Preview,final160_pass3_s1,finite_difference.lax_friedrichs_cfl_linf_stability_1d,google_gemini_3_1_pro_preview:finite_difference_lax_friedrichs_cfl_linf_stability_1d:proof_completion:final160_pass3_s1,1,0,0,pass,
google/gemini-3.1-pro-preview,Gemini 3.1 Pro Preview,final160_pass3_s2,finite_difference.lax_friedrichs_cfl_linf_stability_1d,google_gemini_3_1_pro_preview:finite_difference_lax_friedrichs_cfl_linf_stability_1d:proof_completion:final160_pass3_s2,1,0,0,pass,
google/gemini-3.1-pro-preview,Gemini 3.1 Pro Preview,final160_pass3_s0,linear_algebra_stability.diag2_inf_norm_le_2d,google_gemini_3_1_pro_preview:linear_algebra_stability_diag2_inf_norm_le_2d:proof_completion:final160_pass3_s0,0,0,0,lean_failure,lean_failure
google/gemini-3.1-pro-preview,Gemini 3.1 Pro Preview,final160_pass3_s1,linear_algebra_stability.diag2_inf_norm_le_2d,google_gemini_3_1_pro_preview:linear_algebra_stability_diag2_inf_norm_le_2d:proof_completion:final160_pass3_s1,0,0,0,lean_failure,lean_failure
google/gemini-3.1-pro-preview,Gemini 3.1 Pro Preview,final160_pass3_s2,linear_algebra_stability.diag2_inf_norm_le_2d,google_gemini_3_1_pro_preview:linear_algebra_stability_diag2_inf_norm_le_2d:proof_completion:final160_pass3_s2,0,0,0,lean_failure,lean_failure
google/gemini-3.1-pro-preview,Gemini 3.1 Pro Preview,final160_pass3_s0,linear_algebra_stability.finite_row_apply_const_general_n,google_gemini_3_1_pro_preview:linear_algebra_stability_finite_row_apply_const_general_n:proof_completion:final160_pass3_s0,1,0,0,pass,
google/gemini-3.1-pro-preview,Gemini 3.1 Pro Preview,final160_pass3_s1,linear_algebra_stability.finite_row_apply_const_general_n,google_gemini_3_1_pro_preview:linear_algebra_stability_finite_row_apply_const_general_n:proof_completion:final160_pass3_s1,1,0,0,pass,
google/gemini-3.1-pro-preview,Gemini 3.1 Pro Preview,final160_pass3_s2,linear_algebra_stability.finite_row_apply_const_general_n,google_gemini_3_1_pro_preview:linear_algebra_stability_finite_row_apply_const_general_n:proof_completion:final160_pass3_s2,1,0,0,pass,
google/gemini-3.1-pro-preview,Gemini 3.1 Pro Preview,final160_pass3_s0,spectral_dft.finite_dc_centered_signal_zero_general_n,google_gemini_3_1_pro_preview:spectral_dft_finite_dc_centered_signal_zero_general_n:proof_completion:final160_pass3_s0,1,0,0,pass,
google/gemini-3.1-pro-preview,Gemini 3.1 Pro Preview,final160_pass3_s1,spectral_dft.finite_dc_centered_signal_zero_general_n,google_gemini_3_1_pro_preview:spectral_dft_finite_dc_centered_signal_zero_general_n:proof_completion:final160_pass3_s1,1,0,0,pass,
google/gemini-3.1-pro-preview,Gemini 3.1 Pro Preview,final160_pass3_s2,spectral_dft.finite_dc_centered_signal_zero_general_n,google_gemini_3_1_pro_preview:spectral_dft_finite_dc_centered_signal_zero_general_n:proof_completion:final160_pass3_s2,1,0,0,pass,
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s0,fem_projection.p0_projection_best_const_approx_2cell,openai_gpt_5_5_pro:fem_projection_p0_projection_best_const_approx_2cell:proof_completion:final160_pass3_s0,0,0,0,lean_failure,lean_failure
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s1,fem_projection.p0_projection_best_const_approx_2cell,openai_gpt_5_5_pro:fem_projection_p0_projection_best_const_approx_2cell:proof_completion:final160_pass3_s1,1,0,0,pass,
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s2,fem_projection.p0_projection_best_const_approx_2cell,openai_gpt_5_5_pro:fem_projection_p0_projection_best_const_approx_2cell:proof_completion:final160_pass3_s2,1,0,0,pass,
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s0,fem_projection.p0_projection_idempotent_2cell,openai_gpt_5_5_pro:fem_projection_p0_projection_idempotent_2cell:proof_completion:final160_pass3_s0,1,0,0,pass,
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s1,fem_projection.p0_projection_idempotent_2cell,openai_gpt_5_5_pro:fem_projection_p0_projection_idempotent_2cell:proof_completion:final160_pass3_s1,1,0,0,pass,
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s2,fem_projection.p0_projection_idempotent_2cell,openai_gpt_5_5_pro:fem_projection_p0_projection_idempotent_2cell:proof_completion:final160_pass3_s2,1,0,0,pass,
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s0,fem_projection.weighted_p0_average_const_general_n,openai_gpt_5_5_pro:fem_projection_weighted_p0_average_const_general_n:proof_completion:final160_pass3_s0,1,0,0,pass,
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s1,fem_projection.weighted_p0_average_const_general_n,openai_gpt_5_5_pro:fem_projection_weighted_p0_average_const_general_n:proof_completion:final160_pass3_s1,1,0,0,pass,
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s2,fem_projection.weighted_p0_average_const_general_n,openai_gpt_5_5_pro:fem_projection_weighted_p0_average_const_general_n:proof_completion:final160_pass3_s2,1,0,0,pass,
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s0,fem_projection.weighted_p0_average_smul_general_n,,0,0,0,rejected_empty_proof_body,empty_proof_body
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s1,fem_projection.weighted_p0_average_smul_general_n,openai_gpt_5_5_pro:fem_projection_weighted_p0_average_smul_general_n:proof_completion:final160_pass3_s1,1,0,0,pass,
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s2,fem_projection.weighted_p0_average_smul_general_n,openai_gpt_5_5_pro:fem_projection_weighted_p0_average_smul_general_n:proof_completion:final160_pass3_s2,1,0,0,pass,
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s0,fem_projection.weighted_p0_residual_mass_zero_general_n,openai_gpt_5_5_pro:fem_projection_weighted_p0_residual_mass_zero_general_n:proof_completion:final160_pass3_s0,1,0,0,pass,
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s1,fem_projection.weighted_p0_residual_mass_zero_general_n,,0,0,0,rejected_empty_proof_body,empty_proof_body
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s2,fem_projection.weighted_p0_residual_mass_zero_general_n,,0,0,0,rejected_empty_proof_body,empty_proof_body
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s0,finite_difference.heat_weights_nonneg_cfl_1d,openai_gpt_5_5_pro:finite_difference_heat_weights_nonneg_cfl_1d:proof_completion:final160_pass3_s0,0,0,0,lean_failure,lean_failure
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s1,finite_difference.heat_weights_nonneg_cfl_1d,openai_gpt_5_5_pro:finite_difference_heat_weights_nonneg_cfl_1d:proof_completion:final160_pass3_s1,0,0,0,lean_failure,lean_failure
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s2,finite_difference.heat_weights_nonneg_cfl_1d,openai_gpt_5_5_pro:finite_difference_heat_weights_nonneg_cfl_1d:proof_completion:final160_pass3_s2,0,0,0,lean_failure,lean_failure
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s0,finite_difference.kdv_canonical_flux_const_difference_zero_1d,openai_gpt_5_5_pro:finite_difference_kdv_canonical_flux_const_difference_zero_1d:proof_completion:final160_pass3_s0,1,0,0,pass,
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s1,finite_difference.kdv_canonical_flux_const_difference_zero_1d,openai_gpt_5_5_pro:finite_difference_kdv_canonical_flux_const_difference_zero_1d:proof_completion:final160_pass3_s1,1,0,0,pass,
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s2,finite_difference.kdv_canonical_flux_const_difference_zero_1d,openai_gpt_5_5_pro:finite_difference_kdv_canonical_flux_const_difference_zero_1d:proof_completion:final160_pass3_s2,1,0,0,pass,
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s0,finite_difference.lax_friedrichs_cfl_linf_stability_1d,openai_gpt_5_5_pro:finite_difference_lax_friedrichs_cfl_linf_stability_1d:proof_completion:final160_pass3_s0,0,0,0,lean_failure,lean_failure
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s1,finite_difference.lax_friedrichs_cfl_linf_stability_1d,openai_gpt_5_5_pro:finite_difference_lax_friedrichs_cfl_linf_stability_1d:proof_completion:final160_pass3_s1,1,0,0,pass,
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s2,finite_difference.lax_friedrichs_cfl_linf_stability_1d,openai_gpt_5_5_pro:finite_difference_lax_friedrichs_cfl_linf_stability_1d:proof_completion:final160_pass3_s2,1,0,0,pass,
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s0,linear_algebra_stability.diag2_inf_norm_le_2d,openai_gpt_5_5_pro:linear_algebra_stability_diag2_inf_norm_le_2d:proof_completion:final160_pass3_s0,0,0,0,lean_failure,lean_failure
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s1,linear_algebra_stability.diag2_inf_norm_le_2d,openai_gpt_5_5_pro:linear_algebra_stability_diag2_inf_norm_le_2d:proof_completion:final160_pass3_s1,0,0,0,lean_failure,lean_failure
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s2,linear_algebra_stability.diag2_inf_norm_le_2d,openai_gpt_5_5_pro:linear_algebra_stability_diag2_inf_norm_le_2d:proof_completion:final160_pass3_s2,0,0,0,lean_failure,lean_failure
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s0,linear_algebra_stability.finite_row_apply_const_general_n,openai_gpt_5_5_pro:linear_algebra_stability_finite_row_apply_const_general_n:proof_completion:final160_pass3_s0,1,0,0,pass,
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s1,linear_algebra_stability.finite_row_apply_const_general_n,openai_gpt_5_5_pro:linear_algebra_stability_finite_row_apply_const_general_n:proof_completion:final160_pass3_s1,1,0,0,pass,
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s2,linear_algebra_stability.finite_row_apply_const_general_n,openai_gpt_5_5_pro:linear_algebra_stability_finite_row_apply_const_general_n:proof_completion:final160_pass3_s2,1,0,0,pass,
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s0,spectral_dft.finite_dc_centered_signal_zero_general_n,openai_gpt_5_5_pro:spectral_dft_finite_dc_centered_signal_zero_general_n:proof_completion:final160_pass3_s0,1,0,0,pass,
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s1,spectral_dft.finite_dc_centered_signal_zero_general_n,openai_gpt_5_5_pro:spectral_dft_finite_dc_centered_signal_zero_general_n:proof_completion:final160_pass3_s1,1,0,0,pass,
openai/gpt-5.5-pro,GPT-5.5 Pro,final160_pass3_s2,spectral_dft.finite_dc_centered_signal_zero_general_n,,0,0,0,rejected_empty_proof_body,empty_proof_body
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s0,fem_projection.p0_projection_best_const_approx_2cell,anthropic_claude_opus_4_8:fem_projection_p0_projection_best_const_approx_2cell:proof_completion:final160_pass3_s0,1,0,0,pass,
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s1,fem_projection.p0_projection_best_const_approx_2cell,anthropic_claude_opus_4_8:fem_projection_p0_projection_best_const_approx_2cell:proof_completion:final160_pass3_s1,1,0,0,pass,
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s2,fem_projection.p0_projection_best_const_approx_2cell,anthropic_claude_opus_4_8:fem_projection_p0_projection_best_const_approx_2cell:proof_completion:final160_pass3_s2,1,0,0,pass,
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s0,fem_projection.p0_projection_idempotent_2cell,anthropic_claude_opus_4_8:fem_projection_p0_projection_idempotent_2cell:proof_completion:final160_pass3_s0,0,0,0,lean_failure,lean_failure
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s1,fem_projection.p0_projection_idempotent_2cell,anthropic_claude_opus_4_8:fem_projection_p0_projection_idempotent_2cell:proof_completion:final160_pass3_s1,0,0,0,lean_failure,lean_failure
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s2,fem_projection.p0_projection_idempotent_2cell,anthropic_claude_opus_4_8:fem_projection_p0_projection_idempotent_2cell:proof_completion:final160_pass3_s2,0,0,0,lean_failure,lean_failure
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s0,fem_projection.weighted_p0_average_const_general_n,anthropic_claude_opus_4_8:fem_projection_weighted_p0_average_const_general_n:proof_completion:final160_pass3_s0,1,0,0,pass,
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s1,fem_projection.weighted_p0_average_const_general_n,anthropic_claude_opus_4_8:fem_projection_weighted_p0_average_const_general_n:proof_completion:final160_pass3_s1,1,0,0,pass,
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s2,fem_projection.weighted_p0_average_const_general_n,anthropic_claude_opus_4_8:fem_projection_weighted_p0_average_const_general_n:proof_completion:final160_pass3_s2,1,0,0,pass,
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s0,fem_projection.weighted_p0_average_smul_general_n,anthropic_claude_opus_4_8:fem_projection_weighted_p0_average_smul_general_n:proof_completion:final160_pass3_s0,0,0,0,lean_failure,lean_failure
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s1,fem_projection.weighted_p0_average_smul_general_n,anthropic_claude_opus_4_8:fem_projection_weighted_p0_average_smul_general_n:proof_completion:final160_pass3_s1,0,0,0,lean_failure,lean_failure
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s2,fem_projection.weighted_p0_average_smul_general_n,anthropic_claude_opus_4_8:fem_projection_weighted_p0_average_smul_general_n:proof_completion:final160_pass3_s2,0,0,0,lean_failure,lean_failure
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s0,fem_projection.weighted_p0_residual_mass_zero_general_n,anthropic_claude_opus_4_8:fem_projection_weighted_p0_residual_mass_zero_general_n:proof_completion:final160_pass3_s0,0,0,0,lean_failure,lean_failure
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s1,fem_projection.weighted_p0_residual_mass_zero_general_n,anthropic_claude_opus_4_8:fem_projection_weighted_p0_residual_mass_zero_general_n:proof_completion:final160_pass3_s1,0,0,0,lean_failure,lean_failure
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s2,fem_projection.weighted_p0_residual_mass_zero_general_n,anthropic_claude_opus_4_8:fem_projection_weighted_p0_residual_mass_zero_general_n:proof_completion:final160_pass3_s2,0,0,0,lean_failure,lean_failure
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s0,finite_difference.heat_weights_nonneg_cfl_1d,anthropic_claude_opus_4_8:finite_difference_heat_weights_nonneg_cfl_1d:proof_completion:final160_pass3_s0,1,0,0,pass,
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s1,finite_difference.heat_weights_nonneg_cfl_1d,anthropic_claude_opus_4_8:finite_difference_heat_weights_nonneg_cfl_1d:proof_completion:final160_pass3_s1,1,0,0,pass,
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s2,finite_difference.heat_weights_nonneg_cfl_1d,anthropic_claude_opus_4_8:finite_difference_heat_weights_nonneg_cfl_1d:proof_completion:final160_pass3_s2,1,0,0,pass,
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s0,finite_difference.kdv_canonical_flux_const_difference_zero_1d,anthropic_claude_opus_4_8:finite_difference_kdv_canonical_flux_const_difference_zero_1d:proof_completion:final160_pass3_s0,0,0,0,lean_failure,lean_failure
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s1,finite_difference.kdv_canonical_flux_const_difference_zero_1d,anthropic_claude_opus_4_8:finite_difference_kdv_canonical_flux_const_difference_zero_1d:proof_completion:final160_pass3_s1,0,0,0,lean_failure,lean_failure
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s2,finite_difference.kdv_canonical_flux_const_difference_zero_1d,anthropic_claude_opus_4_8:finite_difference_kdv_canonical_flux_const_difference_zero_1d:proof_completion:final160_pass3_s2,0,0,0,lean_failure,lean_failure
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s0,finite_difference.lax_friedrichs_cfl_linf_stability_1d,anthropic_claude_opus_4_8:finite_difference_lax_friedrichs_cfl_linf_stability_1d:proof_completion:final160_pass3_s0,1,0,0,pass,
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s1,finite_difference.lax_friedrichs_cfl_linf_stability_1d,anthropic_claude_opus_4_8:finite_difference_lax_friedrichs_cfl_linf_stability_1d:proof_completion:final160_pass3_s1,0,0,0,lean_failure,lean_failure
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s2,finite_difference.lax_friedrichs_cfl_linf_stability_1d,anthropic_claude_opus_4_8:finite_difference_lax_friedrichs_cfl_linf_stability_1d:proof_completion:final160_pass3_s2,1,0,0,pass,
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s0,linear_algebra_stability.diag2_inf_norm_le_2d,anthropic_claude_opus_4_8:linear_algebra_stability_diag2_inf_norm_le_2d:proof_completion:final160_pass3_s0,1,0,0,pass,
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s1,linear_algebra_stability.diag2_inf_norm_le_2d,anthropic_claude_opus_4_8:linear_algebra_stability_diag2_inf_norm_le_2d:proof_completion:final160_pass3_s1,1,0,0,pass,
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s2,linear_algebra_stability.diag2_inf_norm_le_2d,anthropic_claude_opus_4_8:linear_algebra_stability_diag2_inf_norm_le_2d:proof_completion:final160_pass3_s2,1,0,0,pass,
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s0,linear_algebra_stability.finite_row_apply_const_general_n,anthropic_claude_opus_4_8:linear_algebra_stability_finite_row_apply_const_general_n:proof_completion:final160_pass3_s0,1,0,0,pass,
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s1,linear_algebra_stability.finite_row_apply_const_general_n,anthropic_claude_opus_4_8:linear_algebra_stability_finite_row_apply_const_general_n:proof_completion:final160_pass3_s1,1,0,0,pass,
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s2,linear_algebra_stability.finite_row_apply_const_general_n,anthropic_claude_opus_4_8:linear_algebra_stability_finite_row_apply_const_general_n:proof_completion:final160_pass3_s2,1,0,0,pass,
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s0,spectral_dft.finite_dc_centered_signal_zero_general_n,anthropic_claude_opus_4_8:spectral_dft_finite_dc_centered_signal_zero_general_n:proof_completion:final160_pass3_s0,1,0,0,pass,
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s1,spectral_dft.finite_dc_centered_signal_zero_general_n,anthropic_claude_opus_4_8:spectral_dft_finite_dc_centered_signal_zero_general_n:proof_completion:final160_pass3_s1,1,0,0,pass,
anthropic/claude-opus-4.8,Claude Opus 4.8,final160_pass3_s2,spectral_dft.finite_dc_centered_signal_zero_general_n,anthropic_claude_opus_4_8:spectral_dft_finite_dc_centered_signal_zero_general_n:proof_completion:final160_pass3_s2,0,0,0,lean_failure,lean_failure
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s0,fem_projection.p0_projection_best_const_approx_2cell,qwen_qwen3_6_max_preview:fem_projection_p0_projection_best_const_approx_2cell:proof_completion:final160_pass3_s0,1,0,0,pass,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s1,fem_projection.p0_projection_best_const_approx_2cell,qwen_qwen3_6_max_preview:fem_projection_p0_projection_best_const_approx_2cell:proof_completion:final160_pass3_s1,0,0,0,lean_failure,lean_failure
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s2,fem_projection.p0_projection_best_const_approx_2cell,qwen_qwen3_6_max_preview:fem_projection_p0_projection_best_const_approx_2cell:proof_completion:final160_pass3_s2,1,0,0,pass,
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s0,fem_projection.p0_projection_idempotent_2cell,qwen_qwen3_6_max_preview:fem_projection_p0_projection_idempotent_2cell:proof_completion:final160_pass3_s0,0,0,0,lean_failure,lean_failure
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s1,fem_projection.p0_projection_idempotent_2cell,qwen_qwen3_6_max_preview:fem_projection_p0_projection_idempotent_2cell:proof_completion:final160_pass3_s1,0,0,0,lean_failure,lean_failure
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s2,fem_projection.p0_projection_idempotent_2cell,qwen_qwen3_6_max_preview:fem_projection_p0_projection_idempotent_2cell:proof_completion:final160_pass3_s2,0,0,0,lean_failure,lean_failure
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s0,fem_projection.weighted_p0_average_const_general_n,qwen_qwen3_6_max_preview:fem_projection_weighted_p0_average_const_general_n:proof_completion:final160_pass3_s0,0,0,0,lean_failure,lean_failure
qwen/qwen3.6-max-preview,Qwen3.6 Max Preview,final160_pass3_s1,fem_projection.weighted_p0_average_const_general_n,qwen_qwen3_6_max_preview:fem_projection_weighted_p0_average_const_general_n:proof_completion:final160_pass3_s1,0,0,0,lean_failure,lean_failure
