model,display_model,record_id,category,difficulty,source_kind,provenance_stratum,passed,failure_category,contains_sorry,repaired,rejected,candidate_id
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_second_forward_difference_const_zero_1d,finite_difference_kdv,1,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_kdv_second_forward_difference_const_zero_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_conservative_flux_const_1d,finite_difference_kdv,1,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_kdv_conservative_flux_const_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_conservative_flux_const_difference_zero_1d,finite_difference_kdv,2,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_kdv_conservative_flux_const_difference_zero_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_conservative_update_zero_scale_1d,finite_difference_kdv,1,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_kdv_conservative_update_zero_scale_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_conservative_update_const_state_1d,finite_difference_kdv,2,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_kdv_conservative_update_const_state_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_total_update_1d,finite_difference_kdv,3,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_kdv_total_update_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_total_update_boundary_1d,finite_difference_kdv,2,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_kdv_total_update_boundary_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_total_update_periodic_flux_1d,finite_difference_kdv,2,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_kdv_total_update_periodic_flux_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_total_change_boundary_1d,finite_difference_kdv,3,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_kdv_total_change_boundary_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_mass_update_1d,finite_difference_kdv,3,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_kdv_mass_update_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_mass_periodic_flux_1d,finite_difference_kdv,2,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_kdv_mass_periodic_flux_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_canonical_mass_periodic_flux_1d,finite_difference_kdv,3,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_kdv_canonical_mass_periodic_flux_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_conservative_update_eq_1d,finite_difference_kdv,1,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_kdv_conservative_update_eq_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_discrete_mass_eq_total_on_1d,finite_difference_kdv,1,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_kdv_discrete_mass_eq_total_on_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_total_change_update_1d,finite_difference_kdv,3,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_kdv_total_change_update_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_canonical_flux_eq_1d,finite_difference_kdv,1,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_kdv_canonical_flux_eq_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_canonical_flux_const_1d,finite_difference_kdv,1,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_kdv_canonical_flux_const_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_canonical_flux_const_difference_zero_1d,finite_difference_kdv,2,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_kdv_canonical_flux_const_difference_zero_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_canonical_update_eq_1d,finite_difference_kdv,1,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_kdv_canonical_update_eq_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_canonical_update_zero_scale_1d,finite_difference_kdv,1,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_kdv_canonical_update_zero_scale_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_canonical_update_const_state_1d,finite_difference_kdv,2,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_kdv_canonical_update_const_state_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_total_canonical_update_1d,finite_difference_kdv,3,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_kdv_total_canonical_update_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_total_canonical_update_boundary_1d,finite_difference_kdv,2,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_kdv_total_canonical_update_boundary_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_total_canonical_update_periodic_flux_1d,finite_difference_kdv,2,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_kdv_total_canonical_update_periodic_flux_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.kdv_total_change_canonical_update_1d,finite_difference_kdv,3,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_kdv_total_change_canonical_update_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.heat_weights_sum_1d,finite_difference_heat,1,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_heat_weights_sum_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.heat_weights_nonneg_cfl_1d,finite_difference_heat,2,textbook,textbook_or_paper,False,proof_search_failure,False,False,False,openai_gpt_5_5_pro:finite_difference_heat_weights_nonneg_cfl_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.heat_constant_state_1d,finite_difference_heat,1,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_heat_constant_state_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.heat_monotone_1d,finite_difference_heat,3,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_heat_monotone_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.heat_grid_second_difference_1d,finite_difference_heat,2,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_heat_grid_second_difference_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.heat_grid_constant_state_1d,finite_difference_heat,1,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_heat_grid_constant_state_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.heat_grid_linf_stability_1d,finite_difference_heat,3,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_heat_grid_linf_stability_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.heat_grid_heat_second_difference_1d,finite_difference_heat,1,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_heat_grid_heat_second_difference_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.heat_second_difference_sum_boundary_1d,finite_difference_heat,3,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_heat_second_difference_sum_boundary_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.heat_grid_total_balance_1d,finite_difference_heat,3,textbook,textbook_or_paper,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_heat_grid_total_balance_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.heat_grid_total_change_1d,finite_difference_heat,3,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_heat_grid_total_change_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.heat_boundary_term_neumann_zero_1d,finite_difference_heat,2,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_heat_boundary_term_neumann_zero_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.heat_grid_total_boundary_zero_1d,finite_difference_heat,2,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_heat_grid_total_boundary_zero_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.heat_grid_total_neumann_boundary_1d,finite_difference_heat,2,textbook,textbook_or_paper,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_heat_grid_total_neumann_boundary_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.burgers_flux_eq_1d,finite_difference_burgers,1,textbook,textbook_or_paper,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_burgers_flux_eq_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.burgers_flux_const_1d,finite_difference_burgers,1,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_burgers_flux_const_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.burgers_flux_const_difference_zero_1d,finite_difference_burgers,2,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_burgers_flux_const_difference_zero_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.burgers_conservative_update_eq_1d,finite_difference_burgers,1,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_burgers_conservative_update_eq_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.burgers_conservative_update_zero_scale_1d,finite_difference_burgers,1,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_burgers_conservative_update_zero_scale_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.burgers_conservative_update_const_state_1d,finite_difference_burgers,2,internal_lean_seed,internal_lean_seed,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_burgers_conservative_update_const_state_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.burgers_total_update_1d,finite_difference_burgers,3,textbook,textbook_or_paper,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_burgers_total_update_1d:proof_completion:proof160_official_v1
openai/gpt-5.5-pro,GPT-5.5 Pro,finite_difference.burgers_total_update_boundary_1d,finite_difference_burgers,2,textbook,textbook_or_paper,True,passed,False,False,False,openai_gpt_5_5_pro:finite_difference_burgers_total_update_boundary_1d:proof_completion:proof160_official_v1
